0,-7.73663e-05
1,-7.73666e-05
2,-7.73669e-05
3,-7.73672e-05
4,-7.73675e-05
5,-7.73678e-05
6,-7.73681e-05
7,-7.73684e-05
8,-7.73687e-05
9,-7.7369e-05
10,-7.73693e-05
11,-7.73696e-05
12,-7.737e-05
13,-7.73702e-05
14,-7.73706e-05
15,-7.73709e-05
16,-7.73712e-05
17,-7.73715e-05
18,-7.73718e-05
19,-7.73721e-05
20,-7.73724e-05
21,-7.73727e-05
22,-7.7373e-05
23,-7.73733e-05
24,-7.73736e-05
25,-7.73739e-05
26,-7.73742e-05
27,-7.73745e-05
28,-7.73748e-05
29,-7.73751e-05
30,-7.73754e-05
31,-7.73757e-05
32,-7.7376e-05
33,-7.73763e-05
34,-7.73766e-05
35,-7.73769e-05
36,-7.73772e-05
37,-7.73775e-05
38,-7.73778e-05
39,-0.00238648
40,-7.28522e-05
41,1.057e-06
42,-8.3893e-05
43,-0.000225789
44,-5.95707e-05
45,-0.000110892
46,-7.19207e-05
47,-9.62926e-05
48,-0.000377627
49,0.000568061
50,0.000351566
51,-0.000356941
52,-0.000977088
53,-0.000859823
54,-0.00107009
55,-7.70645e-05
56,-0.00123317
57,0.0019708
58,0.00213715
59,0.00237822
60,0.00227033
61,0.000838381
62,-0.000546906
63,-0.0013504
64,-0.00172568
65,-8.54284e-05
66,-0.000110883
67,-0.000172037
68,-4.74295e-05
69,-1.74092e-05
70,-7.7436e-05
71,-0.000202192
72,-8.40082e-05
73,-9.34555e-05
74,-8.81455e-05
75,-6.13229e-05
76,-9.20544e-05
77,-0.000332434
78,-9.63284e-05
79,-6.42999e-05
80,0.00106709
81,-0.00104789
82,-0.000877013
83,-0.000880077
84,-0.00105835
85,-0.0014317
86,-0.00141173
87,-0.00141183
88,-0.00180187
89,0.00152759
90,0.000667956
91,9.21528e-05
92,-6.10715e-05
93,0.000168922
94,-4.28738e-05
95,7.51776e-06
96,-6.11841e-05
97,-7.55965e-05
98,-6.94415e-05
99,-6.24745e-05
100,-0.000136173
101,-5.81564e-05
102,6.0728e-05
103,0.00122319
104,-0.00204498
105,-0.00113216
106,-0.00135465
107,-0.00249221
108,0.00060288
109,0.000197047
110,-5.37645e-05
111,-5.11397e-05
112,-7.71891e-05
113,-3.54073e-05
114,-0.00324196
115,-0.00246553
116,-0.00172441
117,-0.00173003
118,0.00184476
119,0.00184459
120,0.00184441
121,0.00184423
122,-0.00194942
123,-0.00123559
124,-0.000780806
125,4.3425e-05
126,0.000371521
127,-7.93498e-05
128,-0.000684764
129,-0.000890294
130,-0.00109227
131,-0.00243553
132,-0.00289094
133,-0.00243626
134,0.00168823
135,-0.00127602
136,-0.000429078
137,-0.000228206
138,-0.000195637
139,-2.30704e-06
140,-0.00142986
141,-0.00161188
142,-0.000746532
143,-0.00117889
144,-0.00092569
145,-0.00157423
146,-0.00243436
147,0.000410115
148,0.000100285
149,-5.72229e-05
150,-6.24332e-05
151,-6.46133e-05
152,-5.5891e-05
153,-9.11349e-05
154,0.000130418
155,-4.73963e-05
156,0.00138175
157,-0.00167168
158,-0.000344886
159,0.000519107
160,0.00100388
161,0.00162093
162,0.00175635
163,0.000173249
164,-0.00183174
165,-0.000914006
166,0.00073388
167,0.000340043
168,-0.00170616
169,-0.00163551
170,-0.000622374
171,-0.000627198
172,-0.00145246
173,-0.0015993
174,-0.000798686
175,9.19675e-05
176,0.000237137
177,0.00075666
178,0.00157505
179,0.00182764
180,0.00192901
181,0.00201852
182,0.00188171
183,0.00185238
184,0.00254961
185,0.00276379
186,0.00269646
187,0.00252915
188,0.00195089
189,0.00155069
190,0.00115862
191,0.000372822
192,4.42871e-05
193,0.000785073
194,0.0016025
195,0.00270017
196,0.0034815
197,0.00224653
198,0.00104475
199,0.000584138
200,0.00082227
201,0.00114271
202,0.00146806
203,0.00125145
204,0.00100997
205,0.000919914
206,0.000484266
207,9.28203e-06
208,-7.73749e-05
