0.9,0.897,0.894,0.891,0.885,0.902,0.899,0.896,0.893,0.887,0.903,0.9,0.897,0.894,0.888,0.905,0.902,0.899,0.896,0.89,0.9032,0.9002,0.8972,0.8942,0.8882,0.8987,0.8957,0.8927,0.8897,0.8838
0.905,0.908,0.897,0.899,0.897,0.907,0.91,0.899,0.901,0.899,0.908,0.911,0.9,0.902,0.9,0.91,0.913,0.902,0.904,0.902,0.9082,0.9112,0.9002,0.9022,0.9002,0.9045,0.9075,0.8966,0.8986,0.8966
0.91,0.914,0.905,0.907,0.905,0.912,0.923,0.914,0.916,0.907,0.912,0.923,0.914,0.916,0.907,0.914,0.932,0.923,0.925,0.909,0.9122,0.9305,0.9213,0.9234,0.9072,0.9108,0.9291,0.92,0.922,0.9058
0.913,0.915,0.915,0.91,0.906,0.913,0.923,0.921,0.919,0.906,0.913,0.922,0.922,0.937,0.906,0.922,0.932,0.932,0.947,0.906,0.9203,0.9298,0.9298,0.9448,0.9042,0.9192,0.9287,0.9287,0.9436,0.9031
0.915,0.903,0.905,0.902,0.904,0.915,0.921,0.923,0.92,0.904,0.918,0.93,0.932,0.929,0.904,0.927,0.939,0.941,0.938,0.904,0.9249,0.9375,0.9396,0.9365,0.9022,0.9157,0.9281,0.9302,0.9271,0.8932
0.916,0.901,0.895,0.9,0.902,0.915,0.903,0.905,0.902,0.904,0.919,0.903,0.905,0.902,0.904,0.921,0.93,0.932,0.929,0.904,0.9194,0.9282,0.9303,0.9272,0.9022,0.901,0.9097,0.9117,0.9087,0.8841
0.912,0.895,0.897,0.892,0.891,0.916,0.901,0.895,0.9,0.902,0.915,0.901,0.895,0.9,0.902,0.917,0.903,0.905,0.902,0.904,0.9154,0.9012,0.9032,0.9002,0.9022,0.8879,0.8742,0.8761,0.8732,0.8751
